Condo/Co-op,501 Beale St Unit 12D,San Francisco,CA,94105,1899000,2,2.0,SAN FRANCISCO,1259,,2006
Multi-Family (2-4 Unit),183 Everett Ave,Palo Alto,CA,94301,2700000,4,4.0,PALO ALTO,1335,2614,1905
Single Family Residential,812 Cotton Tail Ave,San Jose,CA,95116,948000,3,2.0,SAN JOSE,1120,4792,1959
Multi-Family (2-4 Unit),1084-1086 Portola Ave,San Jose,CA,95126,2795000,6,4.0,SAN JOSE,3284,7831,2002
Condo/Co-op,631 Ofarrell St #2101,San Francisco,CA,94109,3250000,3,3.5,SF District 8,3545,18438,1930
Condo/Co-op,394 Oleander Dr,San Jose,CA,95123,749000,2,2.0,San Jose,981,1087,1999
Townhouse,789 Golden Creek Ter,San Jose,CA,95111,925000,3,3.0,San Jose,1536,831,1990
Condo/Co-op,2212 Almaden Rd Unit A,San Jose,CA,95125,889000,2,2.0,SAN JOSE,1163,,1979
Single Family Residential,705 Ondina Dr,Fremont,CA,94539,2799000,4,2.0,MISSION FREMONT,2093,7700,1977
Condo/Co-op,1000 3rd St #513,San Francisco,CA,94158,1198000,2,2.0,SF District 9,,,2018
Condo/Co-op,20 Inca Ln #2,San Francisco,CA,94115,475000,3,2.0,SF District 6,1050,,1964
Single Family Residential,855 Allardice Way,Stanford,CA,94305,2798000,5,3.0,STANFORD,2618,13939,1971
Single Family Residential,468 Ridgefarm,San Jose,CA,95123,1499000,4,2.0,SAN JOSE,1495,6098,1970
Single Family Residential,3573 Amber Dr,San Jose,CA,95117,1998000,4,3.0,SAN JOSE,2407,6000,1962
Mobile/Manufactured Home,"1225 Vienna Drive, #725 Plan",Sunnyvale,CA,94089,319900,2,3.0,Sunnyvale,1580,
Mobile/Manufactured Home,395 Los Encinos Ave #395,San Jose,CA,95134,220000,2,2.0,SAN JOSE,768,,1977
Single Family Residential,535 Kingsley Ave,Palo Alto,CA,94301,14388000,5,3.5,PALO ALTO,5353,15118,2004
Condo/Co-op,526 23rd Ave #1,San Francisco,CA,94121,1125000,3,2.0,SF District 1,1428,2980,1999
Single Family Residential,895 Hampswood Way,San Jose,CA,95120,3888000,4,3.5,SAN JOSE,3192,17735,2024
Condo/Co-op,245 Shorebird Cir,Redwood City,CA,94065,999000,3,2.0,REDWOOD CITY,1159,,1986
Townhouse,Plan 4CX Plan,Mountain View,CA,94040,2039990,4,3.5,Mountain View,1724,,
Vacant Land,35796 Mission Blvd,Fremont,CA,94536,1188000,,,Fremont,11310,11310,
Condo/Co-op,2C Plan,Sunnyvale,CA,94086,1389995,2,2.0,Sunnyvale,1263,,
Condo/Co-op,2462 W Bayshore Rd #6,Palo Alto,CA,94303,770000,2,1.0,PALO ALTO,906,,1972
Single Family Residential,191 Alexander Ave,Redwood City,CA,94061,3610000,4,3.5,Redwood City,2837,,2024
Condo/Co-op,38228 Paseo Padre Pkwy #9,Fremont,CA,94536,449000,1,1.0,PASEO PADRE,750,74820,1970
Single Family Residential,285 William Manly St,San Jose,CA,95136,1488000,5,4.0,San Jose,2178,2290,2017
Condo/Co-op,400 Siam Ter #5,Sunnyvale,CA,94089,1520215,2,2.0,Sunnyvale,1357,,2025
Condo/Co-op,308 Torrey Pine Ter #113,Sunnyvale,CA,94086,1767080,3,2.5,Sunnyvale,2121,,2024
Condo/Co-op,1608 Marina Ct Unit A,San Mateo,CA,94403,560000,1,1.0,SAN MATEO,590,,1961
Single Family Residential,226 El Camino Del Mar,San Francisco,CA,94121,3995000,3,3.5,SF District 1,3265,2500,1907
Single Family Residential,4402 Hilton Ave,San Jose,CA,95130,1868000,3,2.0,SAN JOSE,1407,7500,1959
Mobile/Manufactured Home,1075 Space Park Way #66,Mountain View,CA,94043,290000,2,1.0,MOUNTAIN VIEW,860,,1970
Condo/Co-op,1643 Thorncrest Dr,San Jose,CA,95131,750000,2,2.0,SAN JOSE,913,,1987
Multi-Family (2-4 Unit),43110 Starr St,Fremont,CA,94539,2999000,10,8.0,FREMONT,5660,9330,1973
Condo/Co-op,1177 California St #1111,San Francisco,CA,94108,399000,0,1.0,SF District 8,437,31663,1978
Townhouse,Plan 2 Plan,Mountain View,CA,94040,2264990,4,3.5,Mountain View,1980,,
Single Family Residential,4390 Cesar Chavez St,San Francisco,CA,94131,2300000,3,2.0,SF District 5,2190,1912,1938
Single Family Residential,9052 Enterprise Dr,Newark,CA,94560,1461536,3,3.5,Newark,2152,,2025
Condo/Co-op,436 Costa Mesa Ter Unit C,Sunnyvale,CA,94085,854950,2,1.0,SUNNYVALE,880,901,1985
Condo/Co-op,2341 Franklin St #2,San Francisco,CA,94123,1095000,2,1.0,SF District 7,1306,3285,1927
Single Family Residential,5072 Yorkton Way,San Jose,CA,95130,2698000,4,3.5,SAN JOSE,1907,6048,1959
Single Family Residential,4161 Horizon Ct,San Jose,CA,95148,2295000,5,3.0,SAN JOSE,2757,5614,2003
Townhouse,Plan TB Plan,Cupertino,CA,95014,2557990,4,3.5,Cupertino,1933,,
Condo/Co-op,1031 Crestview Dr #108,Mountain View,CA,94040,629000,1,1.0,MOUNTAIN VIEW,855,946,1969
Condo/Co-op,425 Anchor Rd #101,San Mateo,CA,94404,720000,2,1.0,San Mateo,983,34334,1980
Condo/Co-op,1060 S 3rd St #124,San Jose,CA,95112,725000,2,2.0,SAN JOSE,1100,,2005
Condo/Co-op,39029 Guardino Dr #224,Fremont,CA,94538,699000,2,2.0,Fremont,1053,,1987
Mobile/Manufactured Home,1050 Borregas Ave #168,Sunnyvale,CA,94089,299000,2,2.0,SUNNYVALE,1728,,1976
Single Family Residential,9036 Enterprise Dr,Newark,CA,94560,1476880,3,3.5,Newark,2201,,2025
Condo/Co-op,Encina Plan,Sunnyvale,CA,94086,2039995,4,4.0,Sunnyvale,2219,,
Condo/Co-op,380 Auburn Way #21,San Jose,CA,95129,649888,2,1.5,SAN JOSE,1099,,1970
Single Family Residential,968 Cashew Way,Fremont,CA,94536,1480000,3,2.0,NILES,1683,8360,1956
Condo/Co-op,1 Baldwin Ave #819,San Mateo,CA,94401,128000,1,1.0,SAN MATEO,981,,1988
Townhouse,6137 Thicket Way,San Jose,CA,95119,878000,3,2.5,San Jose,1252,,1996
Single Family Residential,,San Francisco,CA,94121,2295000,4,2.5,,,4513,1941
Condo/Co-op,50 Horgan Ave #58,Redwood City,CA,94061,1199000,3,2.0,REDWOOD CITY,1550,,1979
Single Family Residential,735 Folsom Cir,Milpitas,CA,95035,1398000,2,2.5,HIDDEN LAKE,1459,2614,1983
Condo/Co-op,151 Summit Way,San Francisco,CA,94132,1475000,3,2.5,SF District 3,2133,1428,2015
Condo/Co-op,1301 Indiana St #204,San Francisco,CA,94107,1159000,3,2.0,SF District 9,1450,20897,2012
Condo/Co-op,400 Siam Ter #6,Sunnyvale,CA,94089,1390434,2,2.0,Sunnyvale,1185,,2025
Multi-Family (2-4 Unit),288-290 Parker Ave,San Francisco,CA,94118,1795000,4,2.0,SF District 1,2280,1441,1927
Condo/Co-op,151 Alice B. Toklas Pl #505,San Francisco,CA,94109,875000,1,1.5,SF District 8,1204,25240,1920
Single Family Residential,115 Edna Ct,Union City,CA,94587,949950,3,2.0,TAMARACK GARDENS,1248,6392,1960
Multi-Family (5+ Unit),143 N 8th St,San Jose,CA,95112,3025000,18,,SAN JOSE,7167,9453,1961
Condo/Co-op,2555 Gimelli Ct #61,San Jose,CA,95133,719950,3,2.0,SAN JOSE,1103,,1981
Condo/Co-op,51 Innes Ct #401,San Francisco,CA,94124,765000,2,2.0,SF District 10,,,
Multi-Family (5+ Unit),1504 S Claremont St,San Mateo,CA,94402,3658000,8,8.0,SAN MATEO,5911,10620,1959
Condo/Co-op,219 Brannan St Unit 3G,San Francisco,CA,94107,2349000,3,3.0,SF District 9,1694,82966,2000
Single Family Residential,6379 Vegas Dr,San Jose,CA,95120,1785000,4,2.0,SAN JOSE,1661,6000,1963
Multi-Family (2-4 Unit),1595 Pomona Ave,San Jose,CA,95110,2450000,5,2.5,SAN JOSE,1077,16000,1903
Mobile/Manufactured Home,2150 Almaden Rd Unit D,San Jose,CA,95125,239000,2,2.0,SAN JOSE,1080,,1969
Condo/Co-op,10 Scenic Way #213,San Mateo,CA,94403,749000,2,2.0,SAN MATEO,1080,,1974
Condo/Co-op,482 Coyote Creek Cir,San Jose,CA,95116,675000,2,2.0,SAN JOSE,849,,1984
Townhouse,44669 Wisdom Rd,Fremont,CA,94538,1568000,4,3.5,FREMONT,2112,,2022
Condo/Co-op,3045 Los Prados St #215,San Mateo,CA,94403,675000,2,2.0,SAN MATEO,956,,1963
Condo/Co-op,22330 Homestead Rd #116,Cupertino,CA,95014,998000,2,2.0,Cupertino,1249,1166,1984
Townhouse,422 Galleria Dr #7,San Jose,CA,95134,1168800,2,2.0,SAN JOSE,1401,1320,1990
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Other,1793 Lafayette St,Santa Clara,CA,95050,6500000,,,SANTA CLARA,,29185,
Single Family Residential,119 Oxford St,San Francisco,CA,94134,1080000,3,2.0,BALBOA,1413,2375,1928
Townhouse,133 Pacchetti Way,Mountain View,CA,94040,1348000,2,2.5,MOUNTAIN VIEW,1080,712,1996
Condo/Co-op,2130 Harrison St #9,San Francisco,CA,94110,995000,1,1.5,SF District 9,970,17315,2001
Single Family Residential,1746 Creek Dr,San Jose,CA,95125,3279888,4,3.5,WILLOW GLEN,3234,9450,2009
Single Family Residential,2670 21st St,San Francisco,CA,94110,1995000,0,1.0,SF District 9,2000,2321,1900
Condo/Co-op,1730 Halford Ave #253,Santa Clara,CA,95051,449000,1,1.0,SANTA CLARA,678,,1970
Single Family Residential,1150 White Pine Ter,Sunnyvale,CA,94086,2795000,4,3.0,SUNNYVALE,2376,5858,1990
Single Family Residential,2212 25th St,San Francisco,CA,94107,1498000,3,2.0,SF District 9,2111,2500,1908
Townhouse,Plan 3 Plan,Mountain View,CA,94040,1755990,3,2.5,Mountain View,1502,,
Single Family Residential,1955 Stafford St,Santa Clara,CA,95050,1875000,3,2.0,SANTA CLARA,1492,5671,1949
Mobile/Manufactured Home,6130 Monterey Hwy #217,San Jose,CA,95138,390000,3,2.0,SAN JOSE,1503,,2004
Single Family Residential,722 E 16th Ave,San Mateo,CA,94402,2997000,6,4.5,SAN MATEO,3210,8800,1946
Townhouse,983 Asilomar Ter #7,Sunnyvale,CA,94086,1499000,3,2.0,SUNNYVALE,1895,1358,1991
Mobile/Manufactured Home,3499 E Bayshore Rd #30,Redwood City,CA,94063,175000,1,1.0,REDWOOD CITY,600,,2006
Condo/Co-op,1 Baldwin Ave #1008,San Mateo,CA,94401,329000,2,2.0,SAN MATEO,1140,,1988
Condo/Co-op,178 Mary Teresa St,San Francisco,CA,94134,949000,4,2.0,SF District 10,1846,3176,2008
Condo/Co-op,34660 Tabu Ter,Fremont,CA,94555,799000,2,2.0,ARDENWOOD AREA,934,138956,1987
Condo/Co-op,401 Harrison St Unit 36G,San Francisco,CA,94105,1200000,1,1.0,SF District 9,,,
Single Family Residential,831 Oak St,San Francisco,CA,94117,995000,3,2.0,SF District 6,973,4120,1900
Single Family Residential,308 Crest Dr,San Jose,CA,95127,1400000,3,3.0,SAN JOSE,1700,8320,1932
Single Family Residential,32996 Soquel,Union City,CA,94587,1500000,3,2.0,PONDEROSA,1552,4504,1980
Single Family Residential,1360 Vernal Dr,San Jose,CA,95130,1898000,4,2.0,SAN JOSE,1248,6039,1958
Condo/Co-op,5559 Russo Dr,San Jose,CA,95118,490000,1,1.0,SAN JOSE,768,,1982
Single Family Residential,333 Noe St,San Francisco,CA,94114,1488000,4,3.0,SF District 5,1840,2500,1922
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Condo/Co-op,5677 Pandorea Ter,Newark,CA,94560,1125000,3,3.0,NEWARK,1503,37762,2017
Condo/Co-op,1E Plan,Sunnyvale,CA,94086,939995,1,1.0,Sunnyvale,988,,
Condo/Co-op,51 Innes Ct #403,San Francisco,CA,94124,849800,3,2.0,SF District 10,1408,,
Single Family Residential,52 Park Belmont Pl,San Jose,CA,95136,1649000,4,2.5,SAN JOSE,2124,7150,1978
Townhouse,358 N El Camino Real #13,San Mateo,CA,94401,989000,2,2.5,SAN MATEO,944,19842,1998
Multi-Family (2-4 Unit),1656 Queen Charlotte Dr,Sunnyvale,CA,94087,1999000,8,4.0,SUNNYVALE,3446,6426,1962
Condo/Co-op,1257 Vallejo St Unit A,San Francisco,CA,94109,2300000,3,2.0,SF District 8,1868,3807,1997
Condo/Co-op,3690 Innovation Way #300,Fremont,CA,94538,975000,2,2.0,Fremont,1279,,2023
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Multi-Family (2-4 Unit),127 & 133 N Delaware St,San Mateo,CA,94401,3200000,8,4.0,SAN MATEO,4082,11500,1952
Condo/Co-op,1082 N Abbott Ave,Milpitas,CA,95035,740000,3,2.0,MILPITAS,1143,,1979
Townhouse,777 Hollenbeck Ave Unit 11L,Sunnyvale,CA,94087,1598000,3,2.5,SUNNYVALE,1580,1082,1975
Other,7039 Geary Blvd,San Francisco,CA,94121,2480000,6,6.0,SAN FRANCISCO,2646,2500,1986
Townhouse,1303 Barbet Cir #4,Sunnyvale,CA,94087,1781000,3,3.0,SUNNYVALE,1931,,2024
Multi-Family (5+ Unit),5500 Camden Ave,San Jose,CA,95124,10980000,46,46.0,SAN JOSE,29358,67082,1974
Condo/Co-op,259 N Capitol Ave #102,San Jose,CA,95127,448888,1,1.0,SAN JOSE,777,,1977
Townhouse,Vida Plan 7 Plan,Sunnyvale,CA,94087,1781000,3,3.0,Sunnyvale,1931,,
Mobile/Manufactured Home,1201 Sycamore Ter #19,Sunnyvale,CA,94086,284900,2,2.0,SUNNYVALE,920,,2017
Townhouse,853 A Sierra Vista Ave,Mountain View,CA,94043,2158000,4,3.5,MOUNTAIN VIEW,1850,,2024
Single Family Residential,1 Engle Rd,San Mateo,CA,94402,1450000,3,2.0,SAN MATEO,1380,5508,1917
Single Family Residential,4019 Fernwood St,San Mateo,CA,94403,2350000,5,3.0,SAN MATEO,2360,4880,1951
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Multi-Family (2-4 Unit),2610 Hop Ranch Rd,Union City,CA,94587,1698888,6,3.0,Union City,2832,6463,1980
Other,1405 Van Ness Ave,San Francisco,CA,94109,10900000,43,,SF District 8,34744,6000,1913
Single Family Residential,6224 Shadygrove Dr,Cupertino,CA,95014,3298000,4,2.0,CUPERTINO,1564,6269,1961
Condo/Co-op,520 Chestnut St #301,San Francisco,CA,94133,859000,1,1.0,SF District 8,868,9247,2007
Condo/Co-op,500 W Middlefield Rd #121,Mountain View,CA,94043,540000,1,1.0,Mountain View,564,,1971
Condo/Co-op,1001 17th St #302,San Francisco,CA,94107,3000,1,1.0,SF District 9,535,9426,2016
Condo/Co-op,2A Plan,Sunnyvale,CA,94086,1409995,2,2.0,Sunnyvale,1462,,
Condo/Co-op,35530 Monterra Ter #302,Union City,CA,94587,638888,2,2.0,MONTE VISTA,1007,8310,2001
Condo/Co-op,1310 Fillmore St #705,San Francisco,CA,94115,739000,1,1.0,SF District 6,827,52938,2007
Condo/Co-op,505 Cypress Point Dr #137,Mountain View,CA,94043,675000,1,1.0,MOUNTAIN VIEW,662,,1971
Townhouse,1934 Galileo Cir,San Jose,CA,95133,998000,3,3.0,SAN JOSE,1616,829,2018
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Single Family Residential,1697 Big Bend Dr,Milpitas,CA,95035,1598888,4,2.0,MILPITAS,1451,5500,1964
Multi-Family (5+ Unit),11 Broderick St,San Francisco,CA,94117,2000000,5,4.0,SF District 5,3350,2500,1900
Condo/Co-op,3073 Middlefield Rd #101,Palo Alto,CA,94306,989000,1,1.0,PALO ALTO,876,,1986
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Single Family Residential,5495 Saint Laurent Ct,San Jose,CA,95127,1988000,4,3.0,SAN JOSE,2612,8625,1970
Condo/Co-op,308 Torrey Pine Ter #511,Sunnyvale,CA,94086,1482171,2,2.0,Sunnyvale,1471,,2024
Single Family Residential,1768 Emerson St,Palo Alto,CA,94301,7800000,5,4.5,PALO ALTO,4300,7000,2015
Condo/Co-op,Murphy Plan,Sunnyvale,CA,94086,2089995,4,3.5,Sunnyvale,2387,,
Mobile/Manufactured Home,555 Umbarger Rd #107,San Jose,CA,95111,339900,2,2.0,SAN JOSE,1280,,2008
Single Family Residential,117 Scharff Ave,San Jose,CA,95116,899999,4,2.0,SAN JOSE,1488,6120,1930
Multi-Family (2-4 Unit),21770 Granada Ave,Cupertino,CA,95014,14000000,2,1.0,Cupertino,981,15002,1960
Condo/Co-op,945 Green St #4,San Francisco,CA,94133,7500000,3,4.5,SF District 8,3879,14265,1928
Condo/Co-op,1101 Artemisia Ter,Sunnyvale,CA,94086,1626221,2,2.5,Sunnyvale,1648,,2024
Single Family Residential,1109 Lincoln Ct,San Jose,CA,95125,1368888,2,2.0,SAN JOSE,1118,4233,1928
Condo/Co-op,6268 Joaquin Murieta Ave Unit F,Newark,CA,94560,575000,2,1.0,NEWARK,905,,1982
Townhouse,Plan 3 Plan,Milpitas,CA,95035,1839990,3,4.0,Milpitas,2483,,
Condo/Co-op,49080 Meadowfaire Cmn #304,Fremont,CA,94539,849500,2,2.0,MAYFAIR PARK,1114,17874,2004
Single Family Residential,1472 Hampton Dr,Sunnyvale,CA,94087,2299000,3,1.5,SUNNYVALE,1102,6970,1950
Mobile/Manufactured Home,Southlake-4bd-2ba Plan,Fremont,CA,94538,429900,4,2.0,Fremont,1404,,
Multi-Family (2-4 Unit),1360 Dubert Ln,San Jose,CA,95122,1375000,7,4.0,SAN JOSE,2734,7102,1962
Condo/Co-op,195 7th St #408,San Francisco,CA,94103,240000,0,1.0,SF District 9,311,4500,1991
Single Family Residential,217 Scotia Ct,Fremont,CA,94539,2899000,4,3.0,MISSION FREMONT,2703,9555,1989
Mobile/Manufactured Home,195 Blossom Hill Rd #134,San Jose,CA,95123,280000,2,1.0,SAN JOSE,1300,,1995
Single Family Residential,1445 Berksford Way,San Jose,CA,95127,1249999,5,4.0,Mayfair Meadows Annex,1900,5319,1955
Condo/Co-op,1101 Artemisia Ter #4,Sunnyvale,CA,94086,2086931,4,4.0,Sunnyvale,2220,,2025
Townhouse,1655 Agnew Rd #6,Santa Clara,CA,95054,1199000,3,3.0,Santa Clara,1645,1742,2009
Mobile/Manufactured Home,275 Burnett Ave #24,Morgan Hill,CA,95037,399000,2,2.0,MORGAN HILL,1200,,2019
Single Family Residential,36 Sussex St,San Francisco,CA,94131,1995000,3,2.5,SF District 5,2249,2495,1977
Condo/Co-op,2250 Monroe St #104,Santa Clara,CA,95050,549900,1,1.0,SANTA CLARA,716,716,1987
Multi-Family (2-4 Unit),3755-3759 Mission St,San Francisco,CA,94110,1695000,3,2.0,San Francisco,2500,1875,1905
Single Family Residential,1786 Gunston Way,San Jose,CA,95124,1200000,3,1.0,SAN JOSE,1092,6790,1956
Condo/Co-op,Plan 1B Plan,Sunnyvale,CA,94089,1274990,2,2.0,Sunnyvale,1174,,
Single Family Residential,450 King St,Redwood City,CA,94062,4300000,4,3.0,REDWOOD CITY,5092,9750,1924
Townhouse,Residence 3B Plan,Fremont,CA,94538,1223880,2,2.5,Fremont,1447,,
Condo/Co-op,3041 El Camino Real #202,Santa Clara,CA,95051,925000,2,2.0,SANTA CLARA,949,,2024
Single Family Residential,5978 Burchell Ave,San Jose,CA,95120,1799000,4,2.0,SAN JOSE,1700,7892,1970
Condo/Co-op,344 Roosevelt Way,San Francisco,CA,94114,885000,1,1.0,SF District 5,,1799,1965
Townhouse,6263 Joaquin Murieta Ave Unit A,Newark,CA,94560,829000,3,2.5,NEW PARK VILLAGE,1394,1236,1981
Condo/Co-op,6140 Civic Ter Unit B,Newark,CA,94560,649948,2,2.0,CIVIC TERRACE,910,157,1986
Single Family Residential,990 Yale Dr,Hillsborough,CA,94010,7770000,6,7.5,Hillsborough,6116,23958,1970
Condo/Co-op,1 Steuart Ln #901,San Francisco,CA,94105,9250000,3,3.0,SF District 9,2974,20416,2021
Condo/Co-op,308 Torrey Pine Ter #413,Sunnyvale,CA,94086,920125,1,1.0,Sunnyvale,973,,2025
Single Family Residential,1906 Greenwich St,San Francisco,CA,94123,5290000,4,5.0,SF District 7,3531,2500,1900
Mobile/Manufactured Home,1050 Borregas Ave #99,Sunnyvale,CA,94089,329000,3,2.0,SUNNYVALE,1537,,2003
Townhouse,21101 White Fir Ct,Cupertino,CA,95014,1295000,3,2.0,Cupertino,1202,1931,1971
Single Family Residential,250 Nice Ct,Redwood Shores,CA,94065,2688800,5,3.0,Redwood Shores,2130,6153,1997
Condo/Co-op,1 Baldwin Ave #814,San Mateo,CA,94401,199000,1,1.0,SAN MATEO,968,,1988
Mobile/Manufactured Home,690 Persian Dr #77,Sunnyvale,CA,94089,200000,2,2.0,SUNNYVALE,1248,,1977
Single Family Residential,219 Munich St,San Francisco,CA,94112,850000,5,3.0,SF District 10,1400,2500,1961
Condo/Co-op,708 Long Bridge St #207,San Francisco,CA,94158,1598000,2,2.0,SF District 9,1475,84867,2016
Mobile/Manufactured Home,1111 Morse Ave #209,Sunnyvale,CA,94089,350000,2,2.0,SUNNYVALE,1730,,1999
Condo/Co-op,338 Spear Unit 4J,San Francisco County,CA,94105,930000,1,1.0,Not Listed,1021,,2009
Condo/Co-op,4015 Wimbledon Ct,San Jose,CA,95135,1025000,2,2.5,SAN JOSE,1675,,1996
Single Family Residential,3334 Woodside Ln,San Jose,CA,95121,1999998,8,5.5,SAN JOSE,3510,9800,1980
Single Family Residential,9072 Enterprise Dr,Newark,CA,94560,1476880,3,3.5,Newark,2201,,2025
Single Family Residential,3773 Jefferson Ave,Redwood City,CA,94062,2850000,5,5.0,REDWOOD CITY,3371,22166,1962
Condo/Co-op,10 Crystal Springs Rd #1206,San Mateo,CA,94402,1695000,2,2.5,SAN MATEO,1579,46847,2008
Condo/Co-op,144 S 3rd St #316,San Jose,CA,95112,799000,2,2.0,SAN JOSE,1421,,1996
Single Family Residential,648 Valley Oak Ter,San Jose,CA,95112,1399999,5,3.5,Central San Jose,1904,2701,2006
Condo/Co-op,5933 Sunstone Dr #220,San Jose,CA,95123,899000,2,2.0,SAN JOSE,1229,,2019
Condo/Co-op,333 Santana Row #239,San Jose,CA,95128,1299888,2,2.0,SAN JOSE,1400,,2002
Townhouse,Residence T3 Plan,Fremont,CA,94536,1435880,4,2.5,Fremont,1690,,
Townhouse,Plan 1 Plan,Milpitas,CA,95035,909990,2,2.0,Milpitas,1064,,
Vacant Land,0 Indio Dr,San Francisco,CA,94080,30000,,,San Francisco,,5196,
Townhouse,1101 Artemisia Ter #6,Sunnyvale,CA,94086,1626221,2,2.5,Sunnyvale,1658,,2024
Condo/Co-op,1853 Almaden Rd #326,San Jose,CA,95124,584800,1,1.0,SAN JOSE,667,,2024
Multi-Family (2-4 Unit),920-926 Guerrero St,San Francisco,CA,94110,1700000,5,3.0,SF District 5,2795,3641,1953
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Condo/Co-op,3065 Clay St #301,San Francisco,CA,94115,1149000,1,1.0,SF District 7,,,1926
Condo/Co-op,6995 Rodling Dr Unit D,San Jose,CA,95138,848000,3,2.5,San Jose,1129,513,1992
Condo/Co-op,825 La Playa St #121,San Francisco,CA,94121,835000,2,2.0,SF District 1,1184,26603,1983
Condo/Co-op,216 Stonegate Cir,San Jose,CA,95110,468000,1,1.0,San Jose,560,2554,1984
Single Family Residential,3070 Sterling Way,Redwood City,CA,94061,3675000,4,4.5,Redwood City,2949,,2024
Single Family Residential,9024 Enterprise Dr,Newark,CA,94560,1465880,3,3.5,Newark,2152,,2024
Condo/Co-op,1001 California St #3,San Francisco,CA,94108,7000000,2,2.5,SF District 8,3474,4693,1914
Mobile/Manufactured Home,1225 Vienna Dr #38,Sunnyvale,CA,94089,318000,3,2.0,Not Listed,1566,,
Condo/Co-op,1839 15th St #160,San Francisco,CA,94103,1095000,3,2.0,SF District 5,1144,45289,1983
Condo/Co-op,1553 Sacramento St,San Francisco,CA,94109,1550000,3,1.5,SF District 8,1675,3881,1909
Mobile/Manufactured Home,"1225 Vienna Drive, #730 Plan",Sunnyvale,CA,94089,334900,2,3.0,Sunnyvale,1580,
Townhouse,Plan 4C Plan,Mountain View,CA,94040,2041990,4,3.5,Mountain View,1724,,
Single Family Residential,2527 26th Ave,San Francisco,CA,94116,1300000,2,1.0,SF District 2,1135,2996,1925
Single Family Residential,2302 Fairglen Dr,San Jose,CA,95125,1998000,4,2.0,SAN JOSE,1663,6098,1958
Townhouse,918 Woodside Rd #918,Redwood City,CA,94061,1650000,3,3.0,REDWOOD CITY,2055,13630,2023
Condo/Co-op,2230 California St,San Francisco,CA,94115,845000,1,1.0,SF District 7,744,3643,1900
Single Family Residential,763 Haight St,San Francisco,CA,94117,899000,3,1.5,SF District 6,,3436,1900
Multi-Family (5+ Unit),1950 Jones St,San Francisco,CA,94133,5250000,12,4.0,SF District 8,6188,2766,1908
Condo/Co-op,405 Dolores St #301,San Francisco,CA,94110,1250000,2,2.0,SF District 5,1000,1875,1994
Single Family Residential,Residence 3X Plan,Newark,CA,94560,1535880,4,3.5,Newark,2460,,
Single Family Residential,22532 Stevens Creek Blvd,Cupertino,CA,95014,3148888,4,4.0,CUPERTINO,2501,1760,2024
Condo/Co-op,1568 Indiana St #2,San Francisco,CA,94107,989000,1,2.0,SF District 9,1407,4974,1999
PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT
Single Family Residential,134 Staples Ave,San Francisco,CA,94112,1249000,2,2.0,SF District 4,1370,2813,1924
Condo/Co-op,615 Port Dr #107,San Mateo,CA,94404,949500,3,2.0,San Mateo,1313,,1982
Townhouse,198 Esfahan Dr #2,San Jose,CA,95111,895000,2,2.5,SOUTH SAN JOSE,1303,435,2018
Mobile/Manufactured Home,2574 E Whispering Hills Cir #2574,San Jose,CA,95148,629900,3,2.0,SAN JOSE,1584,,2024
Townhouse,Plan B Plan,San Mateo,CA,94403,1699990,2,2.5,San Mateo,1676,,
Condo/Co-op,730 Florida St #25,San Francisco,CA,94110,1299000,2,2.5,SF District 9,1399,10001,2001
Condo/Co-op,2402 Hastings Shore Ln,Redwood City,CA,94065,998000,2,2.0,REDWOOD CITY,988,,1995
Townhouse,4608 Granada Way,Union City,CA,94587,799000,3,1.5,EL DORADO PARK,1298,1600,1972
Condo/Co-op,121 Buckingham Dr #45,Santa Clara,CA,95051,475000,1,1.0,SANTA CLARA,656,,1969
Single Family Residential,200 Naples St,San Francisco,CA,94112,998888,3,2.5,SF District 10,1747,2495,1907
